"","AD_A_S33_L001_R1_001","AD_B_S34_L001_R1_001","AD_C_S35_L001_R1_001","AD_D_S36_L001_R1_001","AD_E_S37_L001_R1_001","AD_F_S38_L001_R1_001","AD_G_S39_L001_R1_001","AD_H_S40_L001_R1_001","AD_I_S41_L001_R1_001","AD_J_S42_L001_R1_001","AD_K_S43_L001_R1_001","AD_L_S44_L001_R1_001","AD_M_S45_L001_R1_001","AD_N_S46_L001_R1_001","AD_O_S47_L001_R1_001","AD_Q_S48_L001_R1_001","MMCI_A_S17_L001_R1_001","MMCI_B_S18_L001_R1_001","MMCI_C_S19_L001_R1_001","MMCI_D_S20_L001_R1_001","MMCI_E_S21_L001_R1_001","MMCI_F_S22_L001_R1_001","MMCI_G_S23_L001_R1_001","MMCI_H_S24_L001_R1_001","MMCI_I_S25_L001_R1_001","MMCI_J_S26_L001_R1_001","MMCI_K_S27_L001_R1_001","MMCI_L_S28_L001_R1_001","MMCI_M_S29_L001_R1_001","MMCI_N_S30_L001_R1_001","MMCI_O_S31_L001_R1_001","MMCI_P_S32_L001_R1_001","NCI_A_S1_L001_R1_001","NCI_B_S2_L001_R1_001","NCI_C_S3_L001_R1_001","NCI_D_S4_L001_R1_001","NCI_E_S5_L001_R1_001","NCI_F_S6_L001_R1_001","NCI_G__S7_L001_R1_001","NCI_H_S8_L001_R1_001","NCI_I_S9_L001_R1_001","NCI_J_S10_L001_R1_001","NCI_K_S11_L001_R1_001","NCI_L_S12_L001_R1_001","NCI_M_S13_L001_R1_001","NCI_N_S14_L001_R1_001","NCI_O_S15_L001_R1_001","NCI_P_S16_L001_R1_001"
"tRF-32-08F4BDNZ8O6FJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-32-0ROB9Y7Q078SO",0,0,0,0,0,6.49,7.25,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-0VL8K87SIRMMH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-1293WEW6VM4J2",0,7.8,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,9.54,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-32-12Z4R95MK19KO",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23,0,0,0
"tRF-32-12Z4R95MK1MKO",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23,0,0,0
"tRF-32-12Z4R95MKM9KP",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-14PH5BZY598KL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0
"tRF-32-14PSR9O933IKF",5.43,156.02,26.7,20.04,77.49,6.49,58.03,79.45,96.26,73.16,38.17,10.84,31.32,27.05,9.51,16.88,0,97.69,13.14,23.36,40.58,41,0,0,18.56,49.46,31.74,103.38,67.45,78.75,14.32,72.32,72.14,138.48,66.32,59.54,54.14,19.6,6.62,24.6,174.8,89.36,47.03,50,45.7,77.66,21.63,63.42
"tRF-32-183O9EDJI83RO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-32-18XJ0JX7YOP3O",0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-18Y3E7QN7JLP2",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,11.25,0,0,0,7.79,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,8.74,0,7.84,0,0,0,0,0
"tRF-32-1H93WB86N7O52",0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,32.48,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-1HPSR9O9337KF",586.2,3853.68,863.43,2364.63,1837.52,934.74,1624.92,1527.87,2747.78,2274.1,1655.42,422.71,1378.04,2362.7,1093.76,191.26,40.91,5590.11,1314.03,747.48,2475.5,1540.46,1207.3,901.81,1113.42,247.28,1888.32,4374.43,2734.44,1238.05,1045.02,1681.51,1490.85,2761.9,4509.84,1539.59,2815.04,1636.55,761.53,565.71,8303.03,2546.73,2045.76,1583.36,1447.11,2096.88,1059.95,1458.75
"tRF-32-1YIF54RNZFS7O",0,7.8,0,10.02,11.07,12.98,7.25,0,0,0,14.31,0,0,9.02,0,0,0,0,0,7.79,0,5.86,0,0,0,0,0,0,0,0,4.77,0,0,7.69,18.95,0,0,0,0,0,8.74,7.45,0,25,0,0,0,7.05
"tRF-32-1ZBNFENPNYRVO",0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,7.45,15.68,0,0,0,0,0
"tRF-32-21W3WB8US5652",0,7.8,8.9,0,11.07,0,0,0,0,0,0,0,10.44,0,0,5.63,0,0,0,7.79,0,0,0,0,4.64,0,0,0,10.38,4.37,0,18.08,24.05,0,0,0,0,0,0,0,8.74,7.45,0,0,0,0,0,0
"tRF-32-22EVUIJVK697F",0,7.8,0,10.02,0,6.49,0,6.11,17.5,12.19,9.54,0,20.88,0,0,5.63,0,0,13.14,7.79,20.29,11.71,0,0,4.64,0,31.74,0,0,4.37,0,0,0,7.69,0,8.51,0,19.6,6.62,0,8.74,0,0,8.33,15.23,0,21.63,7.05
"tRF-32-22PZ20K91O7VF",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-32-2F5JYH0RYNUR2",5.43,0,0,0,0,6.49,0,0,0,18.29,4.77,0,0,0,0,16.88,20.46,0,0,7.79,0,0,0,0,0,0,0,0,5.19,4.37,4.77,0,0,0,0,0,32.48,9.8,13.24,0,0,22.34,0,0,0,11.09,0,21.14
"tRF-32-2J1Y0SR9593J2",32.57,7.8,0,0,0,19.47,7.25,30.56,8.75,0,4.77,86.71,0,36.07,47.55,247.52,0,10.85,39.42,7.79,0,5.86,28.75,39.79,64.95,24.73,47.6,6.46,0,0,14.32,36.16,24.05,0,18.95,17.01,75.79,9.8,0,61.49,0,14.89,15.68,25,45.7,77.66,10.82,7.05
"tRF-32-2KWHR95R3LMJ2",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-2KWHR95R3LNJ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-2KWHR9O13LMJ2",0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-2L2YBE7XO8Q62",10.86,7.8,53.41,0,0,6.49,36.27,12.22,8.75,24.39,19.08,10.84,10.44,27.05,0,0,20.46,43.42,52.56,7.79,50.73,5.86,14.37,0,9.28,49.46,63.47,6.46,20.75,8.75,19.09,9.04,0,15.39,47.37,17.01,21.65,39.2,19.87,12.3,8.74,37.23,0,25,30.47,11.09,0,21.14
"tRF-32-2QR7F8YKIR9NQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-2S3HPSR959332",16.28,15.6,0,10.02,0,6.49,7.25,12.22,17.5,6.1,4.77,10.84,20.88,27.05,38.04,33.75,20.46,21.71,26.28,7.79,10.15,0,0,0,9.28,24.73,15.87,0,5.19,4.37,4.77,0,24.05,53.85,47.37,17.01,64.96,0,26.49,24.6,8.74,0,39.19,8.33,30.47,77.66,10.82,28.19
"tRF-32-2S3HPSR9593J2",5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47,0,21.65,0,0,24.6,0,0,7.84,0,0,0,0,0
"tRF-32-2V7KYUHRH7MSJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-32-2VO0SRMNLB3K2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-2VR008R9D9KUK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.83,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-2VR00SR9D93J2",0,7.8,8.9,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,7.45,0,0,15.23,0,0,0
"tRF-32-2VR0PSR9593J2",27.14,39,0,60.12,11.07,6.49,0,67.23,0,0,4.77,130.06,62.64,9.02,9.51,253.14,0,10.85,118.26,15.57,10.15,5.86,14.37,13.26,64.95,12.36,142.81,6.46,0,0,28.63,72.32,48.09,46.16,0,68.05,270.68,0,26.49,49.19,17.48,7.45,39.19,8.33,45.7,266.27,32.45,0
"tRF-32-2VR0PSRZ593J2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,0
"tRF-32-2YU04DYJIO3ZO",222.54,257.43,302.65,300.59,985.18,357.02,369.96,220.01,358.79,353.61,405.51,281.81,521.99,99.2,970.12,112.51,1370.65,119.4,565.03,303.66,162.33,421.72,445.55,901.81,134.54,605.83,444.31,264.92,254.25,157.49,162.24,289.29,504.97,153.87,180.01,314.72,151.58,333.19,430.43,332.05,104.88,335.1,195.95,633.34,396.05,454.88,486.71,317.12
"tRF-32-309NDJ58EVUM2",0,0,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-325UB1ZZK0O52",141.12,842.51,373.86,360.71,11.07,253.16,391.72,0,1767.68,768.19,405.51,0,344.51,468.93,323.37,90.01,81.83,1736.73,420.49,319.24,862.37,445.15,229.96,344.81,426.81,642.92,1126.64,962.76,409.91,358.73,329.25,452.02,961.84,977.05,0,493.35,487.22,921.17,516.52,147.58,734.16,685.08,391.91,500.01,517.91,477.07,335.29,1212.1
"tRF-32-32VIJMRPFQJDQ",0,0,0,0,0,0,7.25,6.11,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,7.05
"tRF-32-34HWH3RXSINHQ",0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-36S0ZFHIUNWV2",0,7.8,0,0,0,12.98,7.25,0,8.75,18.29,19.08,0,0,9.02,0,0,0,10.85,0,0,20.29,0,0,0,0,12.36,15.87,6.46,0,4.37,4.77,0,24.05,15.39,28.42,0,0,0,6.62,0,17.48,7.45,7.84,16.67,30.47,0,0,7.05
"tRF-32-389MV47P596V5",10.86,31.2,26.7,0,0,6.49,0,6.11,8.75,6.1,14.31,0,0,9.02,0,0,0,0,13.14,0,10.15,5.86,0,0,4.64,0,15.87,25.85,5.19,4.37,0,9.04,0,0,18.95,17.01,0,0,0,0,8.74,0,0,0,0,0,0,14.09
"tRF-32-389MV4QP596VQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-3BDW9NH1NRM5O",0,0,0,0,0,6.49,0,0,8.75,0,0,0,0,9.02,0,0,0,0,0,7.79,0,5.86,0,26.52,0,0,0,0,0,0,14.32,0,0,15.39,0,0,0,0,0,0,0,0,0,0,15.23,11.09,10.82,7.05
"tRF-32-3HJ3WB8Y45FV2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-32-3HPSR95933JKF",5.43,39,8.9,0,0,0,0,30.56,8.75,24.39,14.31,0,0,0,9.51,0,0,54.27,0,0,10.15,11.71,0,13.26,9.28,0,15.87,25.85,15.57,8.75,9.54,27.12,0,15.39,9.47,8.51,21.65,9.8,0,0,34.96,0,39.19,0,0,11.09,10.82,7.05
"tRF-32-3HPSR9593JJKF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-3IRW18V6XO59J",0,15.6,8.9,10.02,0,6.49,7.25,6.11,17.5,0,14.31,0,0,9.02,0,0,0,0,0,0,20.29,0,0,13.26,4.64,0,0,0,15.57,0,0,9.04,0,0,18.95,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-32-3JVIJMRPFQ5D5",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,4.77,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,7.05
"tRF-32-3JVIJMRPFQRD5",0,0,0,0,44.28,6.49,0,0,0,12.19,14.31,0,0,0,0,0,0,0,0,7.79,10.15,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,15.23,0,0,0
"tRF-32-43ZU2FYOB0152",0,0,0,0,0,0,21.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,10.38,0,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-4J83ML5F924ZF",27.14,46.81,35.61,20.04,22.14,12.98,43.52,24.45,52.51,48.77,23.85,32.52,10.44,9.02,28.53,5.63,0,43.42,0,38.93,10.15,41,28.75,26.52,9.28,0,15.87,51.69,25.94,21.87,4.77,27.12,24.05,23.08,37.9,42.53,32.48,29.4,19.87,12.3,17.48,37.23,15.68,16.67,0,55.47,21.63,35.24
"tRF-32-4J83ML5FX2KZF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-4KIK74HK9FM0F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-32-4PRNFJE8WYUD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-4W6VB8VHM7O92",0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-4YO9XEKJ5R5N2",0,7.8,26.7,30.06,77.49,64.91,36.27,6.11,8.75,18.29,33.39,21.68,0,45.09,104.62,5.63,122.74,0,13.14,186.87,0,35.14,43.12,132.62,4.64,0,31.74,19.38,41.51,4.37,14.32,36.16,0,0,0,0,43.31,19.6,0,0,26.22,14.89,39.19,0,15.23,11.09,75.71,0
"tRF-32-4YOZXEKJ5R5N2",0,0,0,0,0,0,21.76,6.11,0,6.1,4.77,0,0,0,0,0,0,21.71,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
"tRF-32-54QFQ2FWQ8P6O",5.43,7.8,0,0,0,12.98,0,6.11,8.75,0,33.39,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,6.46,5.19,8.75,0,0,0,0,0,0,0,0,6.62,0,0,7.45,0,0,15.23,0,0,0
"tRF-32-56M3WBKS8WP92",0,0,0,0,0,0,0,0,0,6.1,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-32-581H93WB86N7L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-58309MUKL6O9F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-59J3WD8YQ84V2",0,0,8.9,0,0,0,0,0,0,0,4.77,0,10.44,0,0,0,0,0,26.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-59V3WD8YQ84V2",5.43,0,0,10.02,22.14,12.98,36.27,6.11,8.75,18.29,28.62,21.68,20.88,0,19.02,5.63,0,21.71,26.28,85.65,0,29.29,71.86,92.83,4.64,0,15.87,0,10.38,0,9.54,9.04,48.09,15.39,9.47,17.01,10.83,19.6,0,24.6,17.48,44.68,39.19,8.33,30.47,11.09,10.82,7.05
"tRF-32-5BF900BY4D84J",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-5EYONONU3IND2",282.25,975.12,863.43,751.47,409.57,428.42,1117.13,482.81,647.57,664.55,758.54,780.39,584.62,820.63,171.2,106.88,143.2,1085.46,867.26,794.19,639.17,609.16,618.02,318.29,343.3,717.1,809.28,581.53,695.28,236.24,653.73,280.25,2933.61,346.2,1364.32,586.91,541.35,1567.95,688.69,516.52,323.38,2435.03,470.29,2883.38,700.71,654.58,259.58,824.51
"tRF-32-5F4YO9XEKJ5RL",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-5I307EZ6VYDY2",0,0,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-5OJIH6Z3NPPRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-32-5P4PW3FJHPEZO",0,7.8,0,0,0,12.98,7.25,0,17.5,6.1,4.77,0,0,9.02,0,0,20.46,21.71,0,7.79,10.15,5.86,0,0,4.64,12.36,0,0,25.94,4.37,4.77,0,0,30.77,18.95,8.51,0,9.8,0,24.6,17.48,0,7.84,8.33,0,33.28,0,0
"tRF-32-5R93WB86Q3P92",0,7.8,0,10.02,0,0,7.25,0,0,6.1,4.77,0,0,0,19.02,0,0,0,13.14,7.79,0,5.86,0,0,4.64,0,0,0,0,0,0,9.04,0,0,9.47,8.51,0,0,0,24.6,0,14.89,7.84,16.67,0,0,0,0
"tRF-32-5R93WB86QKP92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,6.46,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,11.09,0,0
"tRF-32-5R93WB86S2P92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.83,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-5SM3WBKS8WP92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-5Y13W087W4SV2",21.71,46.81,62.31,30.06,177.11,32.46,87.05,0,0,54.87,85.87,32.52,31.32,18.04,28.53,11.25,0,54.27,39.42,93.43,0,23.43,86.24,79.57,4.64,49.46,95.21,6.46,25.94,4.37,4.77,0,48.09,0,9.47,59.54,0,68.6,13.24,86.09,26.22,37.23,47.03,8.33,30.47,44.38,0,7.05
"tRF-32-5Y13WB87W47V2",0,0,0,0,0,0,0,0,0,12.19,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,11.09,0,0
"tRF-32-5Y93W08638R52",0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-5Y93W086K8R52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-5Y93W086W8RV2",0,7.8,0,0,0,0,0,0,8.75,6.1,0,0,0,0,0,0,0,0,0,0,0,11.71,14.37,0,0,0,0,0,0,0,4.77,0,0,7.69,0,0,0,0,0,0,0,0,0,0,15.23,0,0,0
"tRF-32-5Y93W086W8SV2",0,7.8,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,4.37,4.77,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0
"tRF-32-5YJ3W08Y3HSV2",0,0,0,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,7.84,0,0,0,0,0
"tRF-32-62Z6EXEY0VWUJ",0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-64PU7340Q1FI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-64PUQ340QIQN2",0,0,0,10.02,11.07,6.49,14.51,0,8.75,36.58,4.77,0,31.32,0,0,0,0,32.56,0,15.57,10.15,11.71,0,0,9.28,0,31.74,0,5.19,8.75,0,0,24.05,7.69,47.37,17.01,10.83,0,13.24,12.3,8.74,0,0,8.33,0,11.09,10.82,0
"tRF-32-68K87SERM4921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-32-6RM38EKSP1852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.74,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-6RM38EKSPM852",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-6RM3WEKSPM852",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-6SXMSL73VL4YK",5.43,7.8,0,10.02,33.21,19.47,0,6.11,8.75,0,4.77,0,0,0,0,11.25,0,0,0,0,0,0,0,0,9.28,0,15.87,0,10.38,17.5,9.54,0,0,0,9.47,0,0,19.6,0,0,0,14.89,0,8.33,0,0,0,0
"tRF-32-6XQ6S8V0J8O9Q",0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.89,0,0,0,0,0,0
"tRF-32-6XQ6S8V0JUO9Q",0,0,0,0,0,0,0,0,0,12.19,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,10.82,0
"tRF-32-73VL4YMY91PJF",0,0,0,10.02,0,0,0,0,0,0,0,0,0,9.02,0,0,20.46,0,0,7.79,0,5.86,0,13.26,4.64,0,0,0,0,0,4.77,0,0,0,0,8.51,10.83,0,0,12.3,0,0,7.84,0,0,11.09,10.82,0
"tRF-32-79MP9P9MH57SJ",0,0,0,0,0,12.98,7.25,0,0,0,4.77,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,9.54,9.04,0,0,0,0,10.83,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-32-79MP9P9NH57YJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-79MP9PMNH5ISJ",0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-32-7EMQ18Y3E7QNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.68,0,0,0,0,0
"tRF-32-7JPEMNFVISQWO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
